"user_id","visited_home","viewed_products","added_to_cart","started_checkout","completed_purchase"
"user_929",1,0,0,0,0
"user_930",1,1,0,0,0
"user_931",0,0,0,0,0
"user_932",1,0,0,0,0
"user_933",1,0,0,0,0
"user_934",1,0,0,0,0
"user_935",0,1,0,0,0
"user_936",1,1,1,0,0
"user_937",1,0,0,0,0
"user_938",0,0,0,0,0
"user_939",0,0,0,0,0
"user_940",1,0,0,0,0
"user_941",0,0,0,0,0
"user_942",1,1,0,0,0
"user_943",1,0,0,0,0
"user_944",1,0,0,0,0
"user_945",1,0,0,0,0
"user_946",1,0,0,0,0
"user_947",1,0,0,0,0
"user_948",1,0,0,0,0
"user_949",1,0,0,0,0
"user_950",1,1,0,0,0
"user_951",1,0,0,0,0
"user_952",1,0,0,0,0
"user_953",0,0,0,0,0
"user_954",1,0,0,0,0
"user_955",1,0,0,0,0
"user_956",0,1,0,0,0
"user_957",1,1,1,0,0
"user_958",1,1,0,0,0
"user_959",1,1,0,0,0
"user_960",1,0,0,0,0
"user_961",1,0,0,0,0
"user_962",1,0,0,0,0
"user_963",1,1,0,0,0
"user_964",1,0,0,0,0
"user_965",0,0,0,0,0
"user_966",1,0,0,0,0
"user_967",1,0,0,0,0
"user_968",1,0,0,0,0
"user_969",1,0,0,0,0
"user_970",1,0,0,0,0
"user_971",1,0,0,0,0
"user_972",1,1,1,0,0
"user_973",0,0,0,0,0
"user_974",1,0,0,0,0
"user_975",1,0,0,0,0
"user_976",1,0,0,0,0
"user_977",0,1,0,0,0
"user_978",1,1,1,0,0
"user_979",1,1,0,0,0
"user_980",1,1,0,0,0
"user_981",1,1,0,0,0
"user_982",1,0,0,0,0
"user_983",0,0,0,0,0
"user_984",1,0,0,0,0
"user_985",0,0,0,0,0
"user_986",1,1,1,1,0
"user_987",1,0,0,0,0
"user_988",1,0,0,0,0
"user_989",1,0,0,0,0
"user_990",1,0,0,0,0
"user_991",1,0,0,0,0
"user_992",1,0,0,0,0
"user_993",1,0,0,0,0
"user_994",1,1,1,0,0
"user_995",1,0,0,0,0
"user_996",0,1,1,1,1
"user_997",1,1,0,0,0
"user_998",1,1,0,0,0
"user_999",1,1,0,0,0
"user_1000",1,1,1,0,0
"user_1001",1,0,0,0,0
"user_1002",1,0,0,0,0
"user_1003",1,0,0,0,0
"user_1004",0,0,0,0,0
"user_1005",0,0,0,0,0
"user_1006",1,1,0,0,0
"user_1007",1,0,0,0,0
"user_1008",1,1,0,0,0
"user_1009",1,1,0,0,0
"user_1010",1,0,0,0,0
"user_1011",1,0,0,0,0
"user_1012",1,1,0,0,0
"user_1013",1,0,0,0,0
"user_1014",1,0,0,0,0
"user_1015",1,0,0,0,0
"user_1016",1,0,0,0,0
"user_1017",1,1,1,0,0
"user_1018",1,0,0,0,0
"user_1019",1,0,0,0,0
"user_1020",1,1,0,0,0
"user_1021",1,1,0,0,0
"user_1022",1,0,0,0,0
"user_1023",1,0,0,0,0
"user_1024",1,0,0,0,0
"user_1025",0,0,0,0,0
"user_1026",1,1,0,0,0
"user_1027",1,1,1,1,0
"user_1028",1,0,0,0,0
"user_1029",1,0,0,0,0
"user_1030",1,0,0,0,0
"user_1031",1,0,0,0,0
"user_1032",1,0,0,0,0
"user_1033",1,0,0,0,0
"user_1034",1,0,0,0,0
"user_1035",1,0,0,0,0
"user_1036",1,1,0,0,0
"user_1037",1,0,0,0,0
"user_1038",1,0,0,0,0
"user_1039",1,0,0,0,0
"user_1040",1,0,0,0,0
"user_1041",0,1,0,0,0
"user_1042",1,0,0,0,0
"user_1043",1,0,0,0,0
"user_1044",1,0,0,0,0
"user_1045",1,1,0,0,0
"user_1046",1,0,0,0,0
"user_1047",1,1,1,0,0
"user_1048",1,0,0,0,0
"user_1049",0,0,0,0,0
"user_1050",0,0,0,0,0
"user_1051",1,0,0,0,0
"user_1052",0,1,1,1,1
"user_1053",0,0,0,0,0
"user_1054",1,0,0,0,0
"user_1055",1,0,0,0,0
"user_1056",1,0,0,0,0
"user_1057",1,1,0,0,0
"user_1058",1,0,0,0,0
"user_1059",1,1,0,0,0
"user_1060",1,1,0,0,0
"user_1061",1,0,0,0,0
"user_1062",1,1,1,0,0
"user_1063",1,0,0,0,0
"user_1064",1,1,0,0,0
"user_1065",1,0,0,0,0
"user_1066",1,0,0,0,0
"user_1067",1,0,0,0,0
"user_1068",1,0,0,0,0
"user_1069",0,0,0,0,0
"user_1070",1,0,0,0,0
"user_1071",1,1,1,1,1
"user_1072",0,0,0,0,0
"user_1073",0,0,0,0,0
"user_1074",0,0,0,0,0
"user_1075",1,0,0,0,0
"user_1076",1,0,0,0,0
"user_1077",1,0,0,0,0
"user_1078",1,0,0,0,0
"user_1079",1,0,0,0,0
"user_1080",1,0,0,0,0
"user_1081",1,1,1,0,0
"user_1082",1,0,0,0,0
"user_1083",1,0,0,0,0
"user_1084",1,1,0,0,0
"user_1085",1,0,0,0,0
"user_1086",1,1,0,0,0
"user_1087",1,1,0,0,0
"user_1088",1,0,0,0,0
"user_1089",0,0,0,0,0
"user_1090",1,1,0,0,0
"user_1091",0,0,0,0,0
"user_1092",1,1,1,1,1
"user_1093",1,0,0,0,0
"user_1094",1,1,0,0,0
"user_1095",1,1,1,1,0
"user_1096",1,0,0,0,0
"user_1097",0,0,0,0,0
"user_1098",1,0,0,0,0
"user_1099",1,0,0,0,0
"user_1100",1,0,0,0,0
"user_1101",0,0,0,0,0
"user_1102",1,0,0,0,0
"user_1103",1,0,0,0,0
"user_1104",1,0,0,0,0
"user_1105",0,1,0,0,0
"user_1106",1,0,0,0,0
"user_1107",1,0,0,0,0
"user_1108",0,1,0,0,0
"user_1109",0,1,0,0,0
"user_1110",1,0,0,0,0
"user_1111",1,0,0,0,0
"user_1112",0,1,0,0,0
"user_1113",1,1,1,0,0
"user_1114",1,1,1,1,1
"user_1115",1,1,0,0,0
"user_1116",1,0,0,0,0
"user_1117",1,0,0,0,0
"user_1118",0,0,0,0,0
"user_1119",1,0,0,0,0
"user_1120",1,0,0,0,0
"user_1121",1,0,0,0,0
"user_1122",1,0,0,0,0
"user_1123",1,0,0,0,0
"user_1124",1,0,0,0,0
"user_1125",1,0,0,0,0
"user_1126",1,1,0,0,0
"user_1127",0,0,0,0,0
"user_1128",1,0,0,0,0
"user_1129",1,0,0,0,0
"user_1130",1,0,0,0,0
"user_1131",1,0,0,0,0
"user_1132",0,0,0,0,0
"user_1133",1,1,1,1,1
"user_1134",1,0,0,0,0
"user_1135",1,0,0,0,0
"user_1136",1,1,1,0,0
"user_1137",1,1,0,0,0
"user_1138",1,0,0,0,0
"user_1139",1,1,0,0,0
"user_1140",1,0,0,0,0
"user_1141",0,0,0,0,0
"user_1142",1,1,1,1,1
"user_1143",1,1,0,0,0
"user_1144",0,1,0,0,0
"user_1145",1,0,0,0,0
"user_1146",1,0,0,0,0
"user_1147",1,0,0,0,0
"user_1148",1,0,0,0,0
"user_1149",1,1,1,1,0
"user_1150",1,0,0,0,0
"user_1151",0,1,0,0,0
"user_1152",1,0,0,0,0
"user_1153",1,0,0,0,0
"user_1154",0,1,1,0,0
"user_1155",1,0,0,0,0
"user_1156",1,1,0,0,0
"user_1157",1,0,0,0,0
"user_1158",0,0,0,0,0
"user_1159",1,1,0,0,0
"user_1160",1,0,0,0,0
"user_1161",1,0,0,0,0
"user_1162",1,0,0,0,0
"user_1163",1,0,0,0,0
"user_1164",1,0,0,0,0
"user_1165",1,1,0,0,0
"user_1166",1,0,0,0,0
"user_1167",1,0,0,0,0
"user_1168",1,0,0,0,0
"user_1169",1,0,0,0,0
"user_1170",0,0,0,0,0
"user_1171",1,0,0,0,0
"user_1172",1,1,1,0,0
"user_1173",1,0,0,0,0
"user_1174",0,0,0,0,0
"user_1175",1,0,0,0,0
"user_1176",1,1,0,0,0
"user_1177",1,0,0,0,0
"user_1178",1,0,0,0,0
"user_1179",1,1,0,0,0
"user_1180",1,1,0,0,0
"user_1181",1,0,0,0,0
"user_1182",1,0,0,0,0
"user_1183",1,0,0,0,0
"user_1184",0,1,0,0,0
"user_1185",1,0,0,0,0
"user_1186",1,1,0,0,0
"user_1187",1,0,0,0,0
"user_1188",1,0,0,0,0
"user_1189",1,0,0,0,0
"user_1190",1,1,0,0,0
"user_1191",1,0,0,0,0
"user_1192",1,0,0,0,0
"user_1193",1,0,0,0,0
"user_1194",1,1,0,0,0
"user_1195",1,0,0,0,0
"user_1196",1,0,0,0,0
"user_1197",0,0,0,0,0
"user_1198",1,0,0,0,0
"user_1199",0,0,0,0,0
"user_1200",1,0,0,0,0
"user_1201",0,1,0,0,0
"user_1202",0,0,0,0,0
"user_1203",1,0,0,0,0
"user_1204",1,0,0,0,0
"user_1205",1,1,0,0,0
"user_1206",0,0,0,0,0
"user_1207",1,0,0,0,0
"user_1208",1,0,0,0,0
"user_1209",1,0,0,0,0
"user_1210",1,1,0,0,0
"user_1211",1,1,0,0,0
"user_1212",0,1,0,0,0
"user_1213",1,0,0,0,0
"user_1214",1,0,0,0,0
"user_1215",1,0,0,0,0
"user_1216",0,1,0,0,0
"user_1217",1,1,0,0,0
"user_1218",0,1,1,0,0
"user_1219",1,0,0,0,0
"user_1220",0,1,0,0,0
"user_1221",1,1,1,1,1
"user_1222",1,0,0,0,0
"user_1223",1,0,0,0,0
"user_1224",0,0,0,0,0
"user_1225",0,0,0,0,0
"user_1226",1,1,0,0,0
"user_1227",1,1,1,1,1
"user_1228",1,1,0,0,0
"user_1229",0,1,0,0,0
"user_1230",1,0,0,0,0
"user_1231",1,0,0,0,0
"user_1232",1,1,1,0,0
"user_1233",1,0,0,0,0
"user_1234",1,1,0,0,0
"user_1235",1,0,0,0,0
"user_1236",1,1,0,0,0
"user_1237",1,0,0,0,0
"user_1238",1,0,0,0,0
"user_1239",0,0,0,0,0
"user_1240",1,0,0,0,0
"user_1241",1,0,0,0,0
"user_1242",1,0,0,0,0
"user_1243",1,0,0,0,0
"user_1244",1,0,0,0,0
"user_1245",0,1,1,0,0
"user_1246",1,1,1,0,0
"user_1247",1,0,0,0,0
"user_1248",1,0,0,0,0
"user_1249",1,0,0,0,0
"user_1250",1,0,0,0,0
"user_1251",0,0,0,0,0
"user_1252",1,1,0,0,0
"user_1253",1,0,0,0,0
"user_1254",1,0,0,0,0
"user_1255",1,0,0,0,0
"user_1256",0,0,0,0,0
"user_1257",1,0,0,0,0
"user_1258",1,0,0,0,0
"user_1259",0,0,0,0,0
"user_1260",1,0,0,0,0
"user_1261",1,0,0,0,0
"user_1262",1,0,0,0,0
"user_1263",1,0,0,0,0
"user_1264",1,0,0,0,0
"user_1265",1,0,0,0,0
"user_1266",1,0,0,0,0
"user_1267",1,0,0,0,0
"user_1268",0,0,0,0,0
"user_1269",1,0,0,0,0
"user_1270",0,1,0,0,0
"user_1271",1,0,0,0,0
"user_1272",1,1,1,0,0
"user_1273",1,0,0,0,0
"user_1274",1,1,1,0,0
"user_1275",0,0,0,0,0
"user_1276",1,0,0,0,0
"user_1277",1,0,0,0,0
"user_1278",1,0,0,0,0
"user_1279",1,0,0,0,0
"user_1280",1,1,1,1,0
"user_1281",1,0,0,0,0
"user_1282",0,1,0,0,0
"user_1283",1,0,0,0,0
"user_1284",1,0,0,0,0
"user_1285",1,1,0,0,0
"user_1286",1,0,0,0,0
"user_1287",1,0,0,0,0
"user_1288",1,0,0,0,0
"user_1289",1,0,0,0,0
"user_1290",1,0,0,0,0
"user_1291",0,0,0,0,0
"user_1292",1,0,0,0,0
"user_1293",1,0,0,0,0
"user_1294",0,0,0,0,0
"user_1295",1,1,0,0,0
"user_1296",1,0,0,0,0
"user_1297",1,0,0,0,0
"user_1298",1,0,0,0,0
"user_1299",0,1,0,0,0
"user_1300",1,1,0,0,0
"user_1301",1,1,0,0,0
"user_1302",1,0,0,0,0
"user_1303",1,0,0,0,0
"user_1304",0,0,0,0,0
"user_1305",1,0,0,0,0
"user_1306",1,0,0,0,0
"user_1307",1,0,0,0,0
"user_1308",1,0,0,0,0
"user_1309",1,0,0,0,0
"user_1310",1,0,0,0,0
"user_1311",1,0,0,0,0
"user_1312",1,0,0,0,0
"user_1313",0,0,0,0,0
"user_1314",1,0,0,0,0
"user_1315",1,1,0,0,0
"user_1316",1,1,0,0,0
"user_1317",1,0,0,0,0
"user_1318",1,0,0,0,0
"user_1319",1,1,0,0,0
"user_1320",1,0,0,0,0
"user_1321",0,0,0,0,0
"user_1322",1,1,0,0,0
"user_1323",0,0,0,0,0
"user_1324",1,1,0,0,0
"user_1325",0,0,0,0,0
"user_1326",1,1,0,0,0
"user_1327",1,0,0,0,0
"user_1328",1,1,1,1,1
"user_1329",1,0,0,0,0
"user_1330",1,0,0,0,0
"user_1331",1,0,0,0,0
"user_1332",1,1,0,0,0
"user_1333",1,0,0,0,0
"user_1334",1,0,0,0,0
"user_1335",1,0,0,0,0
"user_1336",1,0,0,0,0
"user_1337",1,1,0,0,0
"user_1338",1,1,0,0,0
"user_1339",0,0,0,0,0
"user_1340",1,0,0,0,0
"user_1341",1,0,0,0,0
"user_1342",1,1,1,1,0
"user_1343",1,0,0,0,0
"user_1344",1,0,0,0,0
"user_1345",1,0,0,0,0
"user_1346",0,0,0,0,0
"user_1347",1,0,0,0,0
"user_1348",1,0,0,0,0
"user_1349",1,0,0,0,0
"user_1350",1,0,0,0,0
"user_1351",1,0,0,0,0
"user_1352",1,1,1,0,0
"user_1353",1,0,0,0,0
"user_1354",1,1,0,0,0
"user_1355",1,1,0,0,0
"user_1356",1,0,0,0,0
"user_1357",1,1,1,0,0
"user_1358",0,0,0,0,0
"user_1359",1,1,0,0,0
"user_1360",1,0,0,0,0
"user_1361",1,1,0,0,0
"user_1362",1,0,0,0,0
"user_1363",0,0,0,0,0
"user_1364",1,1,0,0,0
"user_1365",1,0,0,0,0
"user_1366",1,0,0,0,0
"user_1367",1,0,0,0,0
"user_1368",1,0,0,0,0
"user_1369",1,0,0,0,0
"user_1370",1,0,0,0,0
"user_1371",1,1,0,0,0
"user_1372",1,0,0,0,0
"user_1373",1,0,0,0,0
"user_1374",1,1,0,0,0
"user_1375",1,0,0,0,0
"user_1376",0,0,0,0,0
"user_1377",1,1,0,0,0
"user_1378",0,0,0,0,0
"user_1379",1,0,0,0,0
"user_1380",1,0,0,0,0
"user_1381",1,0,0,0,0
"user_1382",1,0,0,0,0
"user_1383",0,0,0,0,0
"user_1384",1,0,0,0,0
"user_1385",0,0,0,0,0
"user_1386",1,0,0,0,0
"user_1387",1,1,1,0,0
"user_1388",0,1,0,0,0
"user_1389",1,0,0,0,0
"user_1390",1,0,0,0,0
"user_1391",0,1,1,0,0
"user_1392",1,0,0,0,0
"user_1393",1,1,0,0,0
"user_1394",1,0,0,0,0
"user_1395",1,0,0,0,0
"user_1396",0,0,0,0,0
"user_1397",1,0,0,0,0
"user_1398",1,0,0,0,0
"user_1399",1,0,0,0,0
"user_1400",1,0,0,0,0
"user_1401",1,0,0,0,0
"user_1402",1,0,0,0,0
"user_1403",1,0,0,0,0
"user_1404",1,1,0,0,0
"user_1405",1,0,0,0,0
"user_1406",1,0,0,0,0
"user_1407",1,1,0,0,0
"user_1408",0,0,0,0,0
"user_1409",1,0,0,0,0
"user_1410",0,0,0,0,0
"user_1411",1,1,0,0,0
"user_1412",0,0,0,0,0
"user_1413",1,0,0,0,0
"user_1414",1,0,0,0,0
"user_1415",1,1,0,0,0
"user_1416",1,0,0,0,0
"user_1417",1,0,0,0,0
"user_1418",1,0,0,0,0
"user_1419",1,1,0,0,0
"user_1420",1,0,0,0,0
"user_1421",0,1,0,0,0
"user_1422",1,0,0,0,0
"user_1423",1,0,0,0,0
"user_1424",0,0,0,0,0
"user_1425",1,1,0,0,0
"user_1426",1,0,0,0,0
"user_1427",1,0,0,0,0
"user_1428",0,0,0,0,0
"user_1429",0,1,0,0,0
"user_1430",1,0,0,0,0
"user_1431",0,1,0,0,0
"user_1432",1,0,0,0,0
"user_1433",1,0,0,0,0
"user_1434",0,1,0,0,0
"user_1435",1,0,0,0,0
"user_1436",1,0,0,0,0
"user_1437",1,1,0,0,0
"user_1438",0,0,0,0,0
"user_1439",1,1,0,0,0
"user_1440",1,0,0,0,0
"user_1441",1,0,0,0,0
"user_1442",1,0,0,0,0
"user_1443",1,1,0,0,0
"user_1444",1,1,0,0,0
"user_1445",1,0,0,0,0
"user_1446",1,1,1,1,0
"user_1447",1,1,0,0,0
"user_1448",1,0,0,0,0
"user_1449",1,1,0,0,0
"user_1450",1,1,0,0,0
"user_1451",1,0,0,0,0
"user_1452",1,0,0,0,0
"user_1453",1,0,0,0,0
"user_1454",1,1,0,0,0
"user_1455",1,0,0,0,0
"user_1456",1,1,0,0,0
"user_1457",1,0,0,0,0
"user_1458",1,1,0,0,0
"user_1459",0,0,0,0,0
"user_1460",1,0,0,0,0
"user_1461",0,0,0,0,0
"user_1462",1,0,0,0,0
"user_1463",0,0,0,0,0
"user_1464",1,0,0,0,0
"user_1465",1,0,0,0,0
"user_1466",0,1,0,0,0
"user_1467",0,0,0,0,0
"user_1468",1,1,0,0,0
"user_1469",1,0,0,0,0
"user_1470",1,0,0,0,0
"user_1471",1,0,0,0,0
"user_1472",1,0,0,0,0
"user_1473",1,0,0,0,0
"user_1474",1,1,0,0,0
"user_1475",1,0,0,0,0
"user_1476",1,0,0,0,0
"user_1477",1,0,0,0,0
"user_1478",0,1,0,0,0
"user_1479",0,0,0,0,0
"user_1480",0,1,0,0,0
"user_1481",1,0,0,0,0
"user_1482",1,0,0,0,0
"user_1483",0,0,0,0,0
"user_1484",0,0,0,0,0
"user_1485",0,1,0,0,0
"user_1486",1,1,0,0,0
"user_1487",1,0,0,0,0
"user_1488",1,1,1,1,0
"user_1489",1,0,0,0,0
"user_1490",0,0,0,0,0
"user_1491",1,1,1,1,1
"user_1492",1,0,0,0,0
"user_1493",0,1,1,1,1
"user_1494",1,0,0,0,0
"user_1495",1,0,0,0,0
"user_1496",0,0,0,0,0
"user_1497",0,0,0,0,0
"user_1498",1,0,0,0,0
"user_1499",1,1,0,0,0
"user_1500",1,0,0,0,0
"user_1501",0,0,0,0,0
"user_1502",0,1,1,0,0
"user_1503",1,0,0,0,0
"user_1504",1,0,0,0,0
"user_1505",1,0,0,0,0
"user_1506",1,0,0,0,0
"user_1507",1,1,0,0,0
"user_1508",1,0,0,0,0
"user_1509",1,0,0,0,0
"user_1510",1,0,0,0,0
"user_1511",1,0,0,0,0
"user_1512",0,1,0,0,0
"user_1513",0,0,0,0,0
"user_1514",1,0,0,0,0
"user_1515",1,0,0,0,0
"user_1516",1,0,0,0,0
"user_1517",1,0,0,0,0
"user_1518",1,0,0,0,0
"user_1519",1,0,0,0,0
"user_1520",1,0,0,0,0
"user_1521",1,0,0,0,0
"user_1522",1,1,0,0,0
"user_1523",1,0,0,0,0
"user_1524",1,0,0,0,0
"user_1525",1,1,0,0,0
"user_1526",1,0,0,0,0
"user_1527",1,1,1,1,1
"user_1528",1,0,0,0,0
"user_1529",1,0,0,0,0
"user_1530",1,1,0,0,0
"user_1531",0,0,0,0,0
"user_1532",1,1,1,1,1
"user_1533",0,0,0,0,0
"user_1534",1,0,0,0,0
"user_1535",1,0,0,0,0
"user_1536",1,1,0,0,0
"user_1537",1,0,0,0,0
"user_1538",1,1,0,0,0
"user_1539",0,0,0,0,0
"user_1540",1,0,0,0,0
"user_1541",1,0,0,0,0
"user_1542",1,1,1,1,1
"user_1543",1,0,0,0,0
"user_1544",1,1,1,0,0
"user_1545",1,0,0,0,0
"user_1546",1,0,0,0,0
"user_1547",1,0,0,0,0
"user_1548",1,0,0,0,0
"user_1549",1,0,0,0,0
"user_1550",0,0,0,0,0
"user_1551",0,0,0,0,0
"user_1552",1,0,0,0,0
"user_1553",1,1,0,0,0
"user_1554",1,1,0,0,0
"user_1555",1,0,0,0,0
"user_1556",1,1,0,0,0
"user_1557",1,0,0,0,0
"user_1558",1,0,0,0,0
"user_1559",1,0,0,0,0
"user_1560",0,0,0,0,0
"user_1561",1,0,0,0,0
"user_1562",1,0,0,0,0
"user_1563",0,0,0,0,0
"user_1564",1,0,0,0,0
"user_1565",1,0,0,0,0
"user_1566",1,0,0,0,0
"user_1567",1,0,0,0,0
"user_1568",0,0,0,0,0
"user_1569",1,0,0,0,0
"user_1570",0,1,0,0,0
"user_1571",1,0,0,0,0
"user_1572",1,1,0,0,0
"user_1573",1,1,1,0,0
"user_1574",1,1,0,0,0
"user_1575",1,1,0,0,0
"user_1576",1,0,0,0,0
"user_1577",1,0,0,0,0
"user_1578",1,1,1,1,1
"user_1579",1,0,0,0,0
"user_1580",1,1,0,0,0
"user_1581",1,0,0,0,0
"user_1582",1,0,0,0,0
"user_1583",1,0,0,0,0
"user_1584",1,0,0,0,0
"user_1585",0,0,0,0,0
"user_1586",1,0,0,0,0
"user_1587",1,1,0,0,0
"user_1588",1,0,0,0,0
"user_1589",1,1,0,0,0
"user_1590",1,1,0,0,0
"user_1591",1,1,0,0,0
"user_1592",0,0,0,0,0
"user_1593",1,0,0,0,0
"user_1594",1,0,0,0,0
"user_1595",1,0,0,0,0
"user_1596",1,1,0,0,0
"user_1597",1,1,1,0,0
"user_1598",1,0,0,0,0
"user_1599",1,0,0,0,0
"user_1600",1,0,0,0,0
"user_1601",1,0,0,0,0
"user_1602",1,1,0,0,0
"user_1603",1,0,0,0,0
"user_1604",0,0,0,0,0
"user_1605",0,0,0,0,0
"user_1606",1,1,0,0,0
"user_1607",0,0,0,0,0
"user_1608",1,0,0,0,0
"user_1609",1,0,0,0,0
"user_1610",1,0,0,0,0
"user_1611",1,0,0,0,0
"user_1612",1,0,0,0,0
"user_1613",1,1,1,1,1
"user_1614",0,1,1,0,0
"user_1615",0,0,0,0,0
"user_1616",1,0,0,0,0
"user_1617",1,0,0,0,0
"user_1618",1,1,0,0,0
"user_1619",1,1,0,0,0
"user_1620",1,0,0,0,0
"user_1621",1,0,0,0,0
"user_1622",1,0,0,0,0
"user_1623",1,0,0,0,0
"user_1624",1,0,0,0,0
"user_1625",1,0,0,0,0
"user_1626",0,0,0,0,0
"user_1627",1,0,0,0,0
"user_1628",1,0,0,0,0
"user_1629",1,0,0,0,0
"user_1630",0,0,0,0,0
"user_1631",1,1,0,0,0
"user_1632",1,1,0,0,0
"user_1633",1,0,0,0,0
"user_1634",1,0,0,0,0
"user_1635",0,0,0,0,0
"user_1636",0,1,0,0,0
"user_1637",1,1,0,0,0
"user_1638",1,1,0,0,0
"user_1639",1,1,1,0,0
"user_1640",1,0,0,0,0
"user_1641",1,0,0,0,0
"user_1642",0,1,1,0,0
"user_1643",1,0,0,0,0
"user_1644",0,0,0,0,0
"user_1645",1,0,0,0,0
"user_1646",0,0,0,0,0
"user_1647",1,1,1,1,1
"user_1648",0,1,0,0,0
"user_1649",1,0,0,0,0
"user_1650",1,0,0,0,0
"user_1651",1,1,1,0,0
"user_1652",1,1,0,0,0
"user_1653",1,0,0,0,0
"user_1654",1,1,1,1,0
"user_1655",1,0,0,0,0
"user_1656",1,1,0,0,0
"user_1657",1,0,0,0,0
"user_1658",0,1,1,0,0
"user_1659",1,0,0,0,0
"user_1660",1,1,0,0,0
"user_1661",0,1,1,0,0
"user_1662",1,0,0,0,0
"user_1663",1,0,0,0,0
"user_1664",1,1,1,0,0
"user_1665",1,1,0,0,0
"user_1666",1,0,0,0,0
"user_1667",0,1,0,0,0
"user_1668",1,0,0,0,0
"user_1669",1,1,0,0,0
"user_1670",1,0,0,0,0
"user_1671",1,0,0,0,0
"user_1672",1,0,0,0,0
"user_1673",1,1,1,1,1
"user_1674",1,0,0,0,0
"user_1675",1,0,0,0,0
"user_1676",1,1,1,1,0
"user_1677",1,1,0,0,0
"user_1678",1,1,1,0,0
"user_1679",1,0,0,0,0
"user_1680",1,0,0,0,0
"user_1681",1,0,0,0,0
"user_1682",1,0,0,0,0
"user_1683",0,0,0,0,0
"user_1684",1,0,0,0,0
"user_1685",1,1,0,0,0
"user_1686",1,1,0,0,0
"user_1687",1,1,0,0,0
"user_1688",1,1,0,0,0
"user_1689",1,1,0,0,0
"user_1690",0,0,0,0,0
"user_1691",1,1,0,0,0
"user_1692",1,0,0,0,0
"user_1693",1,0,0,0,0
"user_1694",0,1,0,0,0
"user_1695",0,1,0,0,0
"user_1696",0,1,0,0,0
"user_1697",0,1,0,0,0
"user_1698",1,0,0,0,0
"user_1699",1,0,0,0,0
"user_1700",1,1,1,0,0
"user_1701",1,0,0,0,0
"user_1702",1,1,0,0,0
"user_1703",1,1,1,1,0
"user_1704",0,0,0,0,0
"user_1705",0,0,0,0,0
"user_1706",1,1,0,0,0
"user_1707",1,0,0,0,0
"user_1708",1,1,0,0,0
"user_1709",0,0,0,0,0
"user_1710",1,1,0,0,0
"user_1711",1,0,0,0,0
"user_1712",1,1,0,0,0
"user_1713",1,0,0,0,0
"user_1714",0,0,0,0,0
"user_1715",1,0,0,0,0
"user_1716",0,0,0,0,0
"user_1717",1,0,0,0,0
"user_1718",1,0,0,0,0
"user_1719",0,0,0,0,0
"user_1720",1,1,0,0,0
"user_1721",0,0,0,0,0
"user_1722",1,0,0,0,0
"user_1723",1,0,0,0,0
"user_1724",1,1,0,0,0
"user_1725",1,0,0,0,0
"user_1726",1,1,0,0,0
"user_1727",1,1,1,1,1
"user_1728",1,0,0,0,0
"user_1729",1,0,0,0,0
"user_1730",1,0,0,0,0
"user_1731",0,1,0,0,0
"user_1732",1,0,0,0,0
"user_1733",1,0,0,0,0
"user_1734",0,0,0,0,0
"user_1735",0,1,0,0,0
"user_1736",1,1,0,0,0
"user_1737",1,0,0,0,0
"user_1738",0,0,0,0,0
"user_1739",0,0,0,0,0
"user_1740",0,0,0,0,0
"user_1741",1,1,0,0,0
"user_1742",0,0,0,0,0
"user_1743",1,0,0,0,0
"user_1744",1,0,0,0,0
"user_1745",1,0,0,0,0
"user_1746",1,0,0,0,0
"user_1747",0,1,1,0,0
"user_1748",1,0,0,0,0
"user_1749",0,0,0,0,0
"user_1750",1,0,0,0,0
"user_1751",0,0,0,0,0
"user_1752",0,0,0,0,0
"user_1753",1,1,0,0,0
"user_1754",1,0,0,0,0
"user_1755",0,1,0,0,0
"user_1756",1,0,0,0,0
"user_1757",0,0,0,0,0
"user_1758",1,0,0,0,0
"user_1759",1,0,0,0,0
"user_1760",0,0,0,0,0
"user_1761",1,0,0,0,0
"user_1762",1,0,0,0,0
"user_1763",1,0,0,0,0
"user_1764",1,0,0,0,0
"user_1765",1,1,0,0,0
"user_1766",0,1,0,0,0
"user_1767",0,0,0,0,0
"user_1768",1,0,0,0,0
"user_1769",1,0,0,0,0
"user_1770",0,0,0,0,0
"user_1771",1,0,0,0,0
"user_1772",1,1,0,0,0
"user_1773",1,1,1,1,1
"user_1774",1,0,0,0,0
"user_1775",1,0,0,0,0
"user_1776",1,1,1,1,1
"user_1777",1,0,0,0,0
"user_1778",1,1,0,0,0
"user_1779",1,0,0,0,0
"user_1780",1,0,0,0,0
"user_1781",1,0,0,0,0
"user_1782",1,1,0,0,0
"user_1783",1,0,0,0,0
"user_1784",1,0,0,0,0
"user_1785",1,0,0,0,0
"user_1786",1,0,0,0,0
"user_1787",0,1,0,0,0
"user_1788",1,1,1,0,0
"user_1789",1,0,0,0,0
"user_1790",0,0,0,0,0
"user_1791",1,0,0,0,0
"user_1792",1,0,0,0,0
"user_1793",1,0,0,0,0
"user_1794",0,0,0,0,0
"user_1795",1,1,0,0,0
"user_1796",1,0,0,0,0
"user_1797",1,1,1,1,1
"user_1798",0,0,0,0,0
"user_1799",1,0,0,0,0
"user_1800",1,1,0,0,0
"user_1801",1,0,0,0,0
"user_1802",0,0,0,0,0
"user_1803",1,0,0,0,0
"user_1804",1,0,0,0,0
"user_1805",1,0,0,0,0
